id,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
32727021,41840088,Melissa,2015-08-18,"Austin, TX",N/A,N/A,N/A,f,Old Enfield,2,3,t,t,Austin,78703,Entire townhouse,Entire home/apt,4,N/A,1 bath,2,2,250.00,3,1125,f,0,0,0,0,1,0,0,5,5,5,5,5,4,5,f,1,1,0,0,0.02
32727537,2788999,Juan,2012-06-30,"Austin, TX",within an hour,100%,100%,f,North Shoal Creek,1,1,t,t,Austin,78757,Entire condo,Entire home/apt,3,N/A,1 bath,1,1,55.00,30,1125,t,0,5,18,250,9,1,0,5,5,5,5,4.89,4.89,5,f,1,1,0,0,0.18
32736228,245715891,James,2019-02-27,"Austin, TX",N/A,N/A,N/A,f,East Riverside,1,1,t,t,Austin,78741,Entire rental unit,Entire home/apt,2,N/A,1 bath,N/A,1,146.00,1,10,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
32736649,50901,Wesley,2009-11-02,"Austin, TX",within an hour,100%,93%,t,East Downtown,3,4,t,t,Austin,78702,Entire home,Entire home/apt,16,N/A,6 baths,6,8,"1,221.00",2,1125,t,16,33,54,228,60,18,1,4.98,4.95,4.93,4.98,4.95,4.92,4.93,f,2,2,0,0,1.25
32742328,55888843,Chad,2016-01-24,"Austin, TX",N/A,N/A,N/A,f,Cherry Creek,1,1,t,t,Austin,78745,Entire home,Entire home/apt,4,N/A,2 baths,2,3,85.00,2,30,t,0,0,0,0,3,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.06
32744342,246235981,Ames - Austin Vacay,2019-03-01,"Austin, TX",within an hour,100%,99%,f,East Downtown,19,24,t,t,Austin,78702,Entire home,Entire home/apt,4,N/A,1 bath,2,2,234.00,1,1125,t,11,32,62,327,312,93,9,4.78,4.86,4.77,4.87,4.89,4.84,4.7,f,19,19,0,0,6.46
32752063,158210886,Eric,2017-11-10,N/A,N/A,N/A,N/A,f,Pleasant Valley,1,1,t,t,Austin,78741,Entire home,Entire home/apt,6,N/A,2.5 baths,3,4,495.00,1,15,t,0,0,0,0,1,0,0,5,5,5,5,5,5,5,t,1,1,0,0,0.02
32757897,246355356,Reza,2019-03-02,"Austin, TX",within an hour,100%,60%,f,Montopolis,1,1,t,t,Austin,78741,Entire home,Entire home/apt,4,N/A,2 baths,3,4,195.00,56,120,t,0,0,0,0,16,1,0,5,5,4.94,5,5,4.69,5,f,1,1,0,0,0.33
32762072,246369666,Alberto,2019-03-02,"Austin, TX",within an hour,100%,99%,t,MLK & 183,4,4,t,t,Austin,78721,Private room in home,Private room,2,N/A,1 shared bath,1,1,45.00,2,60,t,1,1,1,1,157,53,6,4.9,4.94,4.9,4.95,4.95,4.72,4.88,f,3,1,2,0,3.21
32763092,1523587,Dallas,2011-12-21,"Austin, TX",within an hour,98%,84%,t,St. Edwards,27,69,t,f,Austin,78704,Entire home,Entire home/apt,8,N/A,2 baths,3,8,578.00,3,1125,t,21,38,62,330,47,17,1,4.89,4.85,4.79,4.79,4.81,4.91,4.72,t,22,22,0,0,0.98
32763287,62094761,Daniel,2016-03-08,"Austin, TX",N/A,N/A,N/A,f,N/A,1,2,t,f,Austin,78741,Private room in home,Private room,2,N/A,1 bath,1,1,100.00,3,11,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,0,1,0,0.02
32764701,26916745,Zachary,2015-01-29,"Austin, TX",N/A,N/A,N/A,f,N/A,1,1,t,t,Austin,78704,Entire home,Entire home/apt,12,N/A,2 baths,N/A,5,720.00,2,1125,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
32766208,3440175,James,2012-09-01,"Austin, TX",within an hour,100%,100%,f,Govalle,9,9,t,t,Austin,78702,Camper/RV,Entire home/apt,10,N/A,5.5 baths,5,5,600.00,1,1125,t,0,0,0,0,3,0,0,5,5,5,5,5,5,5,f,8,7,1,0,0.06
32769025,3440175,James,2012-09-01,"Austin, TX",within an hour,100%,100%,f,Govalle,9,9,t,t,Austin,78702,Camper/RV,Entire home/apt,2,N/A,1.5 baths,N/A,1,40.00,14,1125,t,0,0,0,0,51,0,0,4.94,4.98,4.96,4.94,5,4.82,4.9,f,8,7,1,0,1.04
32770999,132003332,Jodi,2017-05-26,"Austin, TX",N/A,N/A,N/A,f,Mueller,1,1,t,t,Austin,78723,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,200.00,1,1125,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.02
32783435,246582324,Alexia,2019-03-03,"Spring, TX",N/A,N/A,N/A,f,Pleasant Valley,1,3,t,f,Austin,78741,Private room in rental unit,Private room,2,N/A,1 private bath,1,1,100.00,1,1125,f,0,0,0,0,2,0,0,3,5,5,5,3,4.5,3,f,1,0,1,0,0.04
32785019,5913545,Colin,2013-04-14,"Austin, TX",within a day,50%,100%,f,Cherrywood,1,1,t,t,Austin,78722,Entire home,Entire home/apt,6,N/A,2.5 baths,3,3,210.00,30,90,t,5,35,65,155,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
32785024,5609080,Kay,2013-03-24,"San Francisco, CA",N/A,N/A,N/A,f,N/A,1,1,t,t,Austin,78724,Private room in home,Private room,1,N/A,1.5 shared baths,1,1,50.00,2,10,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,0,1,0,0.02
32788714,72538250,Brittany,2016-05-17,"Austin, TX",N/A,N/A,N/A,f,East Riverside,1,1,t,t,Austin,78741,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,58.00,2,32,f,0,0,0,0,7,0,0,4.43,4.71,4.29,4.43,4.86,4.86,5,f,1,1,0,0,0.14
32790074,56286142,Sheryl,2016-01-27,"Austin, TX",N/A,N/A,N/A,f,N/A,1,1,t,f,Austin,78734,Entire condo,Entire home/apt,4,N/A,2 baths,2,2,321.00,7,1125,f,0,0,0,0,2,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.04
32790945,161191807,Sarah,2017-12-03,"Austin, TX",N/A,N/A,N/A,f,N/A,2,4,t,f,Austin,78741,Private room in condo,Private room,1,N/A,1 shared bath,1,1,65.00,1,1125,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,0,1,0,N/A
32793430,97503385,Laurie & Dave,2016-10-01,"Austin, TX",within a few hours,100%,63%,f,SW Williamson Co.,3,4,t,t,Austin,78727,Entire home,Entire home/apt,4,N/A,2 baths,2,2,135.00,60,1125,t,15,45,75,165,6,1,0,4.83,4.67,4.67,5,4.83,4.83,4.83,f,2,2,0,0,0.13
32807193,246771074,Santos,2019-03-04,"Dale, TX",within an hour,100%,94%,f,N/A,2,2,t,f,Austin,78744,Entire home,Entire home/apt,8,N/A,2.5 baths,4,10,309.00,1,1125,t,25,55,85,85,56,15,0,4.87,4.91,4.93,5,4.98,4.76,4.69,f,1,1,0,0,1.15
32813630,121128894,Ann,2017-03-16,N/A,within an hour,100%,100%,t,N/A,1,1,t,t,Austin,78736,Entire guest suite,Entire home/apt,5,N/A,1 bath,2,2,174.00,2,1125,t,23,45,75,165,115,28,1,4.97,4.97,4.9,4.99,4.97,4.97,4.9,t,1,1,0,0,2.48
32815998,170741549,Uliana,2018-01-30,"Arlington, VA",within a day,70%,44%,f,N/A,2,2,t,t,Austin,78758,Private room in townhouse,Private room,2,N/A,1.5 shared baths,1,1,50.00,2,1125,t,18,28,58,58,13,2,0,5,4.92,4.92,4.92,5,4.92,5,f,2,0,2,0,0.41
32818621,12219504,Steve,2014-02-13,"Austin, TX",within an hour,100%,100%,f,South Congress,1,1,t,t,Austin,78704,Entire condo,Entire home/apt,2,N/A,1 bath,1,1,75.00,45,1125,t,7,37,55,288,4,2,0,5,5,5,5,5,5,5,f,1,1,0,0,0.13
32834492,89466712,Craig,2016-08-12,"Austin, TX",N/A,N/A,N/A,f,N/A,2,2,t,t,Austin,78705,Shared room in condo,Shared room,2,N/A,1 shared bath,1,1,105.00,2,12,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,2,0,0,2,0.02
32834684,235501561,Steven,2019-01-09,"Austin, TX",N/A,N/A,100%,t,Tarrytown,1,1,t,t,Austin,78703,Entire rental unit,Entire home/apt,4,N/A,1 bath,2,2,332.00,1,10,t,0,0,0,3,39,7,0,4.79,4.92,4.56,4.97,4.9,4.92,4.79,f,1,1,0,0,0.91
32835679,11897556,Clay,2014-02-03,"Austin, TX",within an hour,100%,96%,t,South Congress,1,1,t,t,Austin,78704,Entire guesthouse,Entire home/apt,4,N/A,1 bath,2,2,396.00,3,16,t,2,10,40,130,144,33,1,5,5,5,5,5,5,4.97,f,1,1,0,0,2.95
32842073,6880535,Ilya,2013-06-12,"Austin, TX",N/A,N/A,N/A,f,East Riverside,1,3,t,t,Austin,78741,Private room in home,Private room,2,N/A,1 shared bath,1,1,140.00,1,7,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,0,1,0,0.02
32846930,5312773,Rocio,2013-03-04,"Austin, TX",within an hour,100%,N/A,f,East Cesar Chavez,3,3,t,t,Austin,78721,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,80.00,5,1125,f,0,0,0,0,2,0,0,5,5,5,5,5,5,5,f,2,2,0,0,0.04
32848513,64901151,Payal,2016-03-29,"Austin, TX",N/A,N/A,N/A,f,N/A,1,2,t,f,Austin,78741,Private room in rental unit,Private room,2,N/A,1 private bath,1,1,200.00,1,1125,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,0,1,0,N/A
32848722,95139463,Felicity,2016-09-14,"Aurora, NY",within an hour,98%,88%,f,West Campus,34,79,t,f,Austin,78705,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,129.00,2,21,t,16,31,55,55,165,44,2,4.57,4.68,4.61,4.92,4.89,4.78,4.61,f,17,17,0,0,3.38
32851316,89466712,Craig,2016-08-12,"Austin, TX",N/A,N/A,N/A,f,N/A,2,2,t,t,Austin,78705,Shared room in condo,Shared room,2,N/A,1 shared bath,1,1,290.00,3,12,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,2,0,0,2,N/A
32858558,24516340,Alex,2014-12-05,"Dallas, TX",within an hour,99%,100%,f,East Downtown,25,31,t,t,Austin,78702,Entire home,Entire home/apt,15,N/A,2 baths,3,13,575.00,3,1125,t,17,35,56,142,95,22,1,4.26,4.32,4.23,4.67,4.19,4.8,4.32,t,24,24,0,0,1.97
32862330,101719509,Kailie,2016-10-29,"Austin, TX",N/A,N/A,N/A,f,Hyde Park,1,4,t,t,Austin,78751,Entire home,Entire home/apt,2,N/A,1 bath,N/A,1,115.00,2,7,f,0,0,0,0,28,0,0,4.7,4.78,4.59,4.89,4.63,4.96,4.78,f,1,1,0,0,0.57
32866140,247256498,Jake,2019-03-06,"Austin, TX",within an hour,100%,97%,t,Westlake Hills,2,2,t,t,Austin,78746,Entire home,Entire home/apt,15,N/A,4 baths,5,8,"1,203.00",3,29,t,8,30,48,309,69,25,4,4.8,4.88,4.86,4.9,4.93,4.94,4.57,f,2,2,0,0,1.42
32868371,247275754,Britt,2019-03-06,"Austin, TX",N/A,N/A,N/A,f,East Downtown,1,1,t,t,Austin,78702,Entire rental unit,Entire home/apt,6,N/A,2 baths,2,2,450.00,1,1125,f,0,0,0,0,2,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.04
32871278,176112292,Sandy,2018-03-01,"Austin, TX",within an hour,100%,99%,t,Pedernales Canyon Ranch,14,15,t,t,Austin,78734,Entire townhouse,Entire home/apt,4,N/A,1 bath,2,2,99.00,28,1125,t,0,16,46,128,34,9,0,4.65,4.71,4.59,4.82,4.94,4.79,4.62,f,5,5,0,0,0.7
32888615,247430576,Susana,2019-03-07,"Austin, TX",N/A,N/A,N/A,f,N/A,1,1,t,t,Austin,78758,Shared room in condo,Shared room,3,N/A,1.5 shared baths,1,1,280.00,2,5,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,0,0,1,N/A
32891450,92704803,Adrienne,2016-08-30,"Austin, TX",within an hour,100%,100%,t,Govalle,1,4,t,t,Austin,78702,Camper/RV,Entire home/apt,2,N/A,1 bath,1,1,112.00,2,1125,t,4,4,10,100,59,29,3,4.98,4.97,4.97,4.97,4.98,4.9,4.88,f,1,1,0,0,1.41
32891814,212988050,Jessica,2018-09-01,"Austin, TX",N/A,N/A,N/A,f,Montopolis,1,1,t,f,Austin,78741,Private room in home,Private room,2,N/A,1 shared bath,1,1,200.00,1,15,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,0,1,0,N/A
32898594,4838083,Justin,2013-01-25,"Austin, TX",within an hour,100%,92%,t,N/A,1,1,t,t,Austin,78734,Entire home,Entire home/apt,6,N/A,2.5 baths,3,3,310.00,3,29,t,7,25,40,40,226,50,1,4.94,4.94,4.82,4.93,4.94,4.96,4.91,f,1,1,0,0,4.63
32898736,9490254,Gabriela,2013-10-17,"Austin, TX",N/A,N/A,N/A,f,Downtown,1,3,t,f,Austin,78701,Entire rental unit,Entire home/apt,7,N/A,2 baths,2,2,575.00,2,1125,t,0,0,0,0,6,0,0,5,5,4.8,5,5,5,5,t,1,1,0,0,0.12
32900391,7904669,Joe,2013-08-03,"Miami, FL",N/A,N/A,N/A,f,Windsor Park,1,1,t,t,Austin,78723,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,2,195.00,3,14,f,0,0,0,0,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,0.02
32901053,40758630,Philiph,2015-08-07,"Austin, TX",within an hour,100%,100%,f,N/A,1,4,t,t,Austin,78702,Entire home,Entire home/apt,6,N/A,2 baths,2,4,387.00,3,26,t,6,18,48,78,141,28,2,4.87,4.84,4.94,4.91,4.89,4.79,4.79,t,1,1,0,0,2.89
32911946,67052418,Magnolia,2016-04-13,"Austin, TX",N/A,N/A,N/A,f,Rosewood,1,1,t,f,Austin,78702,Entire home,Entire home/apt,4,N/A,1 bath,2,2,115.00,30,31,t,0,0,0,0,19,0,0,5,5,5,4.95,5,4.89,4.95,f,1,1,0,0,0.39
32917130,246369666,Alberto,2019-03-02,"Austin, TX",within an hour,100%,99%,t,MLK & 183,4,4,t,t,Austin,78721,Private room in home,Private room,2,N/A,1 shared bath,1,1,45.00,2,60,t,3,3,3,3,220,47,5,4.88,4.93,4.85,4.95,4.94,4.78,4.91,f,3,1,2,0,4.5
32918855,247671215,Bryce,2019-03-08,"Austin, TX",N/A,N/A,N/A,f,North Shoal Creek,1,1,t,t,Austin,78757,Entire condo,Entire home/apt,2,N/A,1 bath,1,1,74.00,1,5,t,0,0,0,0,27,0,0,4.96,4.96,4.78,5,5,4.89,4.93,f,1,1,0,0,0.55
32920994,3440175,James,2012-09-01,"Austin, TX",within an hour,100%,100%,f,Govalle,9,9,t,t,Austin,78702,Camper/RV,Entire home/apt,2,N/A,2 baths,N/A,1,57.00,1,1125,t,0,0,0,0,77,1,1,4.94,4.94,4.95,4.96,4.86,4.9,4.96,f,8,7,1,0,1.57
32921018,247690163,Therese,2019-03-08,"Austin, TX",within an hour,100%,100%,f,Tarrytown,1,1,t,t,Austin,78703,Entire home,Entire home/apt,8,N/A,2 baths,3,6,370.00,1,1125,t,19,41,71,251,72,3,2,4.94,4.9,4.92,4.97,4.99,4.76,4.72,t,1,1,0,0,1.5
32922921,247709393,Carlos,2019-03-08,"Austin, TX",N/A,N/A,N/A,f,N/A,2,2,t,f,Austin,78749,Entire home,Entire home/apt,6,N/A,1.5 baths,2,2,699.00,3,1125,f,0,0,0,0,2,0,0,5,4,4,5,4.5,3.5,3.5,f,2,1,1,0,0.04
32925943,143930201,Alejandra,2017-08-02,"Austin, TX",N/A,N/A,N/A,f,MLK & 183,2,5,t,t,Austin,78721,Private room in rental unit,Private room,2,N/A,1 shared bath,1,1,65.00,2,7,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,0,1,0,N/A
32927762,247709393,Carlos,2019-03-08,"Austin, TX",N/A,N/A,N/A,f,N/A,2,2,t,f,Austin,78749,Private room in home,Private room,4,N/A,1.5 baths,2,2,300.00,3,1125,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,2,1,1,0,N/A
32936617,160767804,Samuel,2017-11-30,"Austin, TX",N/A,N/A,N/A,f,N/A,1,1,t,t,Austin,78753,Private room in rental unit,Private room,1,N/A,1 shared bath,1,1,30.00,1,1,f,0,0,0,0,2,0,0,3,3,3,3,3,3,3,f,1,0,1,0,0.04
32940062,178065877,Dakota,2018-03-12,"Austin, TX",within an hour,98%,100%,t,Barton Hills,10,10,t,t,Austin,78721,Entire home,Entire home/apt,6,N/A,3 baths,2,3,307.00,2,17,t,16,31,47,127,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,t,6,6,0,0,N/A
32941776,118923788,Ryan,2017-03-03,"Austin, TX",within an hour,100%,97%,t,South Austin,2,2,t,t,Austin,78745,Entire home,Entire home/apt,6,N/A,2 baths,3,4,299.00,28,1125,t,0,0,0,0,51,0,0,4.98,5,4.98,4.98,5,4.82,4.86,f,2,2,0,0,1.05
32966021,67818609,Suzanne,2016-04-18,"Houston, TX",within a few hours,100%,33%,f,N/A,1,1,t,t,Austin,78732,Entire home,Entire home/apt,10,N/A,4.5 baths,6,7,"1,500.00",2,1125,t,22,52,73,161,19,1,0,4.79,4.89,4.68,4.95,4.74,4.95,4.84,f,1,1,0,0,0.4
32966360,102415893,Mark,2016-11-03,"Austin, TX",within an hour,100%,100%,t,West Congress,2,2,t,f,Austin,78748,Camper/RV,Entire home/apt,2,N/A,1 bath,N/A,1,87.00,2,30,t,27,43,72,72,45,15,0,4.91,4.93,4.87,4.98,4.98,4.84,4.89,t,2,2,0,0,0.92
32967085,54299904,Emeka,2016-01-12,"Austin, TX",N/A,N/A,N/A,f,University Hills,1,2,t,t,Austin,78723,Entire home,Entire home/apt,8,N/A,2 baths,3,4,225.00,2,10,t,0,0,0,0,21,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.44
32982434,16051647,Debbie,2014-05-27,"Austin, TX",within a day,100%,100%,f,N/A,1,2,t,t,Austin,78729,Entire home,Entire home/apt,8,N/A,2 baths,4,4,343.00,2,90,t,27,57,87,166,38,5,0,4.87,4.95,4.92,5,4.97,4.92,4.84,f,1,1,0,0,0.86
32983934,20704282,Catherine,2014-08-29,"Austin, TX",within an hour,100%,100%,t,N/A,3,4,t,f,Austin,78734,Entire cabin,Entire home/apt,6,N/A,1 bath,1,3,255.00,2,28,t,26,56,86,176,84,18,0,4.82,4.79,4.68,4.87,4.86,4.89,4.68,f,3,3,0,0,1.72
33008722,4981341,Brennan,2013-02-05,"Austin, TX",N/A,N/A,N/A,f,Oak Hill,1,2,t,f,Austin,78749,Private room in rental unit,Private room,2,N/A,1 private bath,1,1,50.00,1,8,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,0,1,0,N/A
33021325,9014250,Daniel,2013-09-23,"Austin, TX",within a few hours,100%,87%,f,Holly,1,1,t,t,Austin,78702,Entire home,Entire home/apt,4,N/A,2.5 baths,2,2,381.00,2,365,t,16,46,76,76,9,9,4,4.89,4.89,4.89,4.67,4.89,5,4.78,f,1,1,0,0,1.86
33043270,407093,Paula,2011-02-23,"Austin, TX",within a few hours,100%,95%,t,South Austin,1,5,t,t,Austin,78745,Entire guest suite,Entire home/apt,2,N/A,1 bath,1,1,89.00,1,28,t,15,40,68,157,265,71,4,4.94,4.92,4.99,4.96,4.95,4.93,4.86,f,1,1,0,0,5.44
33069703,4995627,Lynn,2013-02-06,"Austin, TX",within an hour,100%,100%,f,Travis Heights,3,7,t,t,Austin,78704,Entire rental unit,Entire home/apt,4,N/A,1 bath,2,2,117.00,29,1125,t,10,30,60,304,24,13,2,4.88,4.88,4.71,4.79,4.92,4.92,4.75,f,3,3,0,0,0.52
33096427,93577395,Josh,2016-09-05,"Austin, TX",N/A,N/A,N/A,f,N/A,1,4,t,t,Austin,78747,Private room in home,Private room,2,N/A,1 bath,1,1,81.00,2,1125,t,0,0,0,0,4,0,0,5,5,5,5,5,4.75,5,f,1,0,1,0,0.08
33099128,16887866,Carl,2014-06-17,"Austin, TX",within a day,100%,0%,f,Mueller,2,2,t,t,Austin,78723,Camper/RV,Entire home/apt,2,N/A,1 bath,1,2,75.00,2,2,t,0,1,1,1,53,0,0,4.96,5,4.98,4.94,4.98,4.92,4.96,f,1,1,0,0,1.09
33103864,109638288,Vacasa Texas,2017-01-03,N/A,within an hour,91%,100%,f,East Riverside - Oltorf,116,392,t,t,Austin,78734,Entire condo,Entire home/apt,6,N/A,3 baths,3,4,299.00,1,1125,t,22,40,65,338,23,11,1,4.43,4.65,4.3,4.74,4.52,4.83,4.39,t,64,63,1,0,0.57
33116882,3874239,Yoori,2012-10-15,"Berlin, Germany",N/A,N/A,N/A,f,South Lamar,1,2,t,t,Austin,78704,Entire condo,Entire home/apt,2,N/A,2 baths,2,2,193.00,7,1125,f,0,0,0,0,6,0,0,4.83,4.67,5,5,5,4.83,4.5,f,1,1,0,0,0.14
33153055,51809476,Dao,2015-12-20,"Austin, TX",within a few hours,100%,91%,f,Wooten,4,14,t,t,Austin,78757,Private room in rental unit,Private room,1,N/A,1 shared bath,1,1,37.00,7,28,t,0,0,0,0,11,0,0,4.91,4.73,4.73,5,5,5,5,f,3,0,3,0,0.26
33153072,51809476,Dao,2015-12-20,"Austin, TX",within a few hours,100%,91%,f,Wooten,4,14,t,t,Austin,78757,Private room in rental unit,Private room,1,N/A,1 shared bath,1,1,31.00,7,14,t,0,0,0,0,21,3,1,4.76,4.71,4.48,4.76,4.67,4.62,4.67,f,3,0,3,0,0.48
33175877,4024778,Rodrigo,2012-10-31,"Austin, TX",within a day,100%,80%,t,Bryker Woods,1,2,t,t,Austin,78703,Private room in home,Private room,2,N/A,1 private bath,1,1,80.00,2,14,t,0,0,0,0,40,16,3,4.87,4.92,4.87,4.87,4.85,4.95,4.79,f,1,0,1,0,1.03
33191880,3208354,Adis & Jose,2012-08-09,"Austin, TX",within an hour,100%,98%,t,Anderson Mill,1,3,t,t,Austin,78750,Entire guesthouse,Entire home/apt,2,N/A,1 bath,1,1,82.00,2,15,t,5,19,30,30,190,40,5,4.93,4.95,4.99,4.95,4.92,4.92,4.94,t,1,1,0,0,3.92
33195107,11130952,Charlie,2014-01-08,"Austin, TX",N/A,N/A,N/A,f,N/A,1,4,t,f,Austin,78758,Private room in townhouse,Private room,2,N/A,1 shared bath,1,1,34.00,1,30,t,0,0,0,0,13,0,0,5,4.77,4.77,5,4.85,4.85,4.69,f,1,0,1,0,0.28
33213811,248893901,Joe,2019-03-14,"Atxondo, Spain",N/A,N/A,N/A,f,N/A,3,4,t,f,Austin,78725,Private room in bungalow,Private room,2,N/A,1 shared bath,1,1,107.00,1,2,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,0,1,0,0.02
33221391,39360942,Ambria,2015-07-23,"Austin, TX",N/A,N/A,N/A,f,N/A,1,1,t,t,Austin,78754,Entire rental unit,Entire home/apt,4,N/A,1 bath,1,1,40.00,1,1125,f,0,0,0,0,3,0,0,5,5,4.5,5,5,4.5,5,f,1,1,0,0,0.06
33224174,406137,Lara,2011-02-23,N/A,within a few hours,100%,67%,f,St. Edwards,1,1,t,f,Austin,78704,Entire home,Entire home/apt,4,N/A,2 baths,2,2,185.00,3,1125,t,0,0,21,147,2,2,0,5,5,5,5,5,5,5,f,1,1,0,0,0.39
33251876,9028408,Tony,2013-09-24,"Austin, TX",within an hour,100%,94%,f,South Manchaca,8,10,t,t,Austin,78741,Entire home,Entire home/apt,10,N/A,3.5 baths,4,5,316.00,2,1125,t,26,54,84,352,65,16,0,4.78,4.85,4.83,5,4.82,4.68,4.82,f,4,4,0,0,1.35
33271098,20704282,Catherine,2014-08-29,"Austin, TX",within an hour,100%,100%,t,N/A,3,4,t,f,Austin,78734,Entire cabin,Entire home/apt,8,N/A,1 bath,N/A,N/A,250.00,3,28,t,0,0,13,103,32,0,0,4.81,4.75,4.72,4.91,4.84,4.88,4.69,t,3,3,0,0,0.67
33273199,479213,Jeremy,2011-04-02,"Austin, TX",within a few hours,90%,50%,f,N/A,4,7,t,t,Austin,78747,Private room in home,Private room,2,N/A,1.5 shared baths,1,1,69.00,2,90,t,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,4,0,4,0,N/A
33299607,247023420,Bon Voyage,2019-03-05,N/A,within an hour,100%,99%,f,Rainey Street,5,6,t,f,Austin,78701,Entire rental unit,Entire home/apt,4,N/A,1 bath,1,2,453.00,3,30,t,0,0,0,0,209,34,0,4.72,4.79,4.71,4.72,4.77,4.92,4.66,f,5,5,0,0,4.38
33315718,7009897,Elizabeth - Austin Vacay,2013-06-19,"Austin, TX",within an hour,100%,100%,f,Travis Heights,2,3,t,t,Austin,78704,Entire home,Entire home/apt,10,N/A,3 baths,4,5,449.00,1,1125,t,18,36,61,336,119,28,0,4.87,4.87,4.78,4.87,4.84,4.97,4.76,f,2,2,0,0,2.57
33319633,18491201,Sarah,2014-07-20,"London, United Kingdom",within an hour,100%,100%,t,Chestnut,2,4,t,t,Austin,78702,Entire home,Entire home/apt,6,N/A,2.5 baths,2,3,429.00,1,1125,t,25,53,83,100,29,24,0,4.76,4.86,4.83,4.83,4.66,4.93,4.83,f,2,2,0,0,0.62
33361564,7288299,Ben,2013-07-04,"San Marcos, TX",within a day,70%,83%,f,N/A,1,3,t,f,Austin,78733,Entire home,Entire home/apt,16,N/A,5 baths,7,16,"1,707.00",2,1125,t,24,45,68,328,22,7,0,4.67,4.71,4.38,4.71,4.76,4.76,4.38,f,1,1,0,0,0.49
33373105,251415897,Natalie,2019-03-26,"Austin, TX",N/A,N/A,N/A,f,N/A,1,1,t,f,Austin,78748,Private room in home,Private room,2,N/A,1 private bath,1,1,70.00,1,1125,t,0,0,0,0,1,0,0,5,5,5,5,5,5,5,t,1,0,1,0,0.02
33419070,303422,Shaina,2010-11-29,"Austin, TX",within an hour,100%,100%,f,N/A,2,2,t,f,Austin,78737,Entire guesthouse,Entire home/apt,4,N/A,1 bath,1,2,99.00,1,180,t,2,27,53,53,55,0,0,4.85,4.96,4.84,5,4.93,4.98,4.91,t,1,1,0,0,1.15
33428575,38392913,Brendan,2015-07-13,"Austin, TX",N/A,N/A,N/A,f,N/A,1,3,t,t,Austin,78704,Entire rental unit,Entire home/apt,4,N/A,1 bath,1,1,90.00,1,1125,f,0,0,0,0,6,0,0,4.67,4.83,4,5,5,5,5,f,1,1,0,0,0.13
